Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Ocelot.UnitTests.Configuration.Validation,RouteFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\RouteFluentValidatorTests.cs,upstream_path_template_should_not_contain_double_forward_slash,The length of the statement  "                .And(_ => ThenTheErrorsContains("Upstream Path Template //test contains double forward slash' Ocelot does not support this at the moment. Please raise an issue in GitHib if you need this feature.")) " is 198.
Long Statement,Ocelot.UnitTests.Configuration.Validation,RouteFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\RouteFluentValidatorTests.cs,upstream_path_template_should_not_contain_scheme,The length of the statement  "                .And(_ => ThenTheErrorsContains($"Upstream Path Template {upstreamPathTemplate} contains double forward slash' Ocelot does not support this at the moment. Please raise an issue in GitHib if you need this feature.")) " is 215.
Long Statement,Ocelot.UnitTests.Configuration.Validation,RouteFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\RouteFluentValidatorTests.cs,should_not_be_valid_if_enable_rate_limiting_true_and_period_has_value,The length of the statement  "                .And(_ => ThenTheErrorsContains("RateLimitOptions.Period does not contain integer then s (second)' m (minute)' h (hour)' d (day) e.g. 1m for 1 minute period")) " is 159.
Long Statement,Ocelot.UnitTests.Configuration.Validation,RouteFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\RouteFluentValidatorTests.cs,should_not_be_valid_if_specified_authentication_provider_isnt_registered,The length of the statement  "                .And(_ => ThenTheErrorsContains($"Authentication Options AuthenticationProviderKey:JwtLads'AllowedScopes:[] is unsupported authentication provider")) " is 149.
Long Statement,Ocelot.UnitTests.Configuration.Validation,RouteFluentValidatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\Validation\RouteFluentValidatorTests.cs,should_not_be_valid_if_not_using_service_discovery_and_no_host_and_ports,The length of the statement  "                .And(_ => ThenTheErrorsContains("When not using service discovery DownstreamHostAndPorts must be set and not empty or Ocelot cannot find your service!")) " is 153.
Long Statement,Ocelot.UnitTests.Consul,ConsulServiceDiscoveryProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ConsulServiceDiscoveryProviderTests.cs,ThenTheLoggerHasBeenCalledCorrectlyForInvalidAddress,The length of the statement  "                    "Unable to use service Address: http://localhost and Port: 50881 as it is invalid. Address must contain host only e.g. localhost and port must be greater than 0")'" is 163.
Long Statement,Ocelot.UnitTests.Consul,ConsulServiceDiscoveryProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ConsulServiceDiscoveryProviderTests.cs,ThenTheLoggerHasBeenCalledCorrectlyForInvalidAddress,The length of the statement  "                    "Unable to use service Address: http://localhost and Port: 50888 as it is invalid. Address must contain host only e.g. localhost and port must be greater than 0")'" is 163.
Long Statement,Ocelot.UnitTests.Consul,ConsulServiceDiscoveryProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ConsulServiceDiscoveryProviderTests.cs,ThenTheLoggerHasBeenCalledCorrectlyForEmptyAddress,The length of the statement  "                    "Unable to use service Address:  and Port: 50881 as it is invalid. Address must contain host only e.g. localhost and port must be greater than 0")'" is 147.
Long Statement,Ocelot.UnitTests.Consul,ConsulServiceDiscoveryProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ConsulServiceDiscoveryProviderTests.cs,ThenTheLoggerHasBeenCalledCorrectlyForEmptyAddress,The length of the statement  "                    "Unable to use service Address:  and Port: 50888 as it is invalid. Address must contain host only e.g. localhost and port must be greater than 0")'" is 147.
Long Statement,Ocelot.UnitTests.Consul,ConsulServiceDiscoveryProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ConsulServiceDiscoveryProviderTests.cs,ThenTheLoggerHasBeenCalledCorrectlyForInvalidPorts,The length of the statement  "                    "Unable to use service Address: localhost and Port: -1 as it is invalid. Address must contain host only e.g. localhost and port must be greater than 0")'" is 153.
Long Statement,Ocelot.UnitTests.Consul,ConsulServiceDiscoveryProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ConsulServiceDiscoveryProviderTests.cs,ThenTheLoggerHasBeenCalledCorrectlyForInvalidPorts,The length of the statement  "                    "Unable to use service Address: localhost and Port: 0 as it is invalid. Address must contain host only e.g. localhost and port must be greater than 0")'" is 152.
Long Statement,Ocelot.UnitTests.Consul,ProviderFactoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Consul\ProviderFactoryTests.cs,should_return_PollingConsulServiceDiscoveryProvider,The length of the statement  "            var provider = ConsulProviderFactory.Get(_provider' new ServiceProviderConfiguration("pollconsul"' "http"' ""' 1' ""' ""' stopsPollerFromPolling)' route); " is 154.
Long Statement,Ocelot.UnitTests.DependencyInjection,ConfigurationBuilderExtensionsTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DependencyInjection\ConfigurationBuilderExtensionsTests.cs,ThenTheConfigsAreMerged,The length of the statement  "            fc.GlobalConfiguration.RateLimitOptions.ClientIdHeader.ShouldBe(_globalConfig.GlobalConfiguration.RateLimitOptions.ClientIdHeader); " is 131.
Long Statement,Ocelot.UnitTests.DependencyInjection,ConfigurationBuilderExtensionsTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DependencyInjection\ConfigurationBuilderExtensionsTests.cs,ThenTheConfigsAreMerged,The length of the statement  "            fc.GlobalConfiguration.RateLimitOptions.DisableRateLimitHeaders.ShouldBe(_globalConfig.GlobalConfiguration.RateLimitOptions.DisableRateLimitHeaders); " is 149.
Long Statement,Ocelot.UnitTests.DependencyInjection,ConfigurationBuilderExtensionsTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DependencyInjection\ConfigurationBuilderExtensionsTests.cs,ThenTheConfigsAreMerged,The length of the statement  "            fc.GlobalConfiguration.RateLimitOptions.HttpStatusCode.ShouldBe(_globalConfig.GlobalConfiguration.RateLimitOptions.HttpStatusCode); " is 131.
Long Statement,Ocelot.UnitTests.DependencyInjection,ConfigurationBuilderExtensionsTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DependencyInjection\ConfigurationBuilderExtensionsTests.cs,ThenTheConfigsAreMerged,The length of the statement  "            fc.GlobalConfiguration.RateLimitOptions.QuotaExceededMessage.ShouldBe(_globalConfig.GlobalConfiguration.RateLimitOptions.QuotaExceededMessage); " is 143.
Long Statement,Ocelot.UnitTests.DependencyInjection,ConfigurationBuilderExtensionsTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DependencyInjection\ConfigurationBuilderExtensionsTests.cs,ThenTheConfigsAreMerged,The length of the statement  "            fc.GlobalConfiguration.RateLimitOptions.RateLimitCounterPrefix.ShouldBe(_globalConfig.GlobalConfiguration.RateLimitOptions.RateLimitCounterPrefix); " is 147.
Long Statement,Ocelot.UnitTests.DependencyInjection,ConfigurationBuilderExtensionsTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DependencyInjection\ConfigurationBuilderExtensionsTests.cs,ThenTheConfigsAreMerged,The length of the statement  "            fc.GlobalConfiguration.ServiceDiscoveryProvider.Scheme.ShouldBe(_globalConfig.GlobalConfiguration.ServiceDiscoveryProvider.Scheme); " is 131.
Long Statement,Ocelot.UnitTests.DependencyInjection,ConfigurationBuilderExtensionsTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DependencyInjection\ConfigurationBuilderExtensionsTests.cs,ThenTheConfigsAreMerged,The length of the statement  "            fc.GlobalConfiguration.ServiceDiscoveryProvider.Host.ShouldBe(_globalConfig.GlobalConfiguration.ServiceDiscoveryProvider.Host); " is 127.
Long Statement,Ocelot.UnitTests.DependencyInjection,ConfigurationBuilderExtensionsTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DependencyInjection\ConfigurationBuilderExtensionsTests.cs,ThenTheConfigsAreMerged,The length of the statement  "            fc.GlobalConfiguration.ServiceDiscoveryProvider.Port.ShouldBe(_globalConfig.GlobalConfiguration.ServiceDiscoveryProvider.Port); " is 127.
Long Statement,Ocelot.UnitTests.DependencyInjection,ConfigurationBuilderExtensionsTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DependencyInjection\ConfigurationBuilderExtensionsTests.cs,ThenTheConfigsAreMerged,The length of the statement  "            fc.GlobalConfiguration.ServiceDiscoveryProvider.Type.ShouldBe(_globalConfig.GlobalConfiguration.ServiceDiscoveryProvider.Type); " is 127.
Long Statement,Ocelot.UnitTests.DownstreamRouteFinder,DownstreamRouteCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DownstreamRouteFinder\DownstreamRouteCreatorTests.cs,should_create_downstream_route,The length of the statement  "            var configuration = new InternalConfiguration(null' "doesnt matter"' null' "doesnt matter"' _loadBalancerOptions' "http"' _qoSOptions' _handlerOptions' new Version("1.1")); " is 172.
Long Statement,Ocelot.UnitTests.DownstreamRouteFinder,DownstreamRouteCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DownstreamRouteFinder\DownstreamRouteCreatorTests.cs,should_create_downstream_route_with_rate_limit_options,The length of the statement  "            var configuration = new InternalConfiguration(routes' "doesnt matter"' null' "doesnt matter"' _loadBalancerOptions' "http"' _qoSOptions' _handlerOptions' new Version("1.1")); " is 174.
Long Statement,Ocelot.UnitTests.DownstreamRouteFinder,DownstreamRouteCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DownstreamRouteFinder\DownstreamRouteCreatorTests.cs,should_cache_downstream_route,The length of the statement  "            var configuration = new InternalConfiguration(null' "doesnt matter"' null' "doesnt matter"' _loadBalancerOptions' "http"' _qoSOptions' _handlerOptions' new Version("1.1")); " is 172.
Long Statement,Ocelot.UnitTests.DownstreamRouteFinder,DownstreamRouteCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DownstreamRouteFinder\DownstreamRouteCreatorTests.cs,should_not_cache_downstream_route,The length of the statement  "            var configuration = new InternalConfiguration(null' "doesnt matter"' null' "doesnt matter"' _loadBalancerOptions' "http"' _qoSOptions' _handlerOptions' new Version("1.1")); " is 172.
Long Statement,Ocelot.UnitTests.DownstreamRouteFinder,DownstreamRouteCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DownstreamRouteFinder\DownstreamRouteCreatorTests.cs,should_create_downstream_route_with_no_path,The length of the statement  "            var configuration = new InternalConfiguration(null' "doesnt matter"' null' "doesnt matter"' _loadBalancerOptions' "http"' _qoSOptions' _handlerOptions' new Version("1.1")); " is 172.
Long Statement,Ocelot.UnitTests.DownstreamRouteFinder,DownstreamRouteCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DownstreamRouteFinder\DownstreamRouteCreatorTests.cs,should_create_downstream_route_with_only_first_segment_no_traling_slash,The length of the statement  "            var configuration = new InternalConfiguration(null' "doesnt matter"' null' "doesnt matter"' _loadBalancerOptions' "http"' _qoSOptions' _handlerOptions' new Version("1.1")); " is 172.
Long Statement,Ocelot.UnitTests.DownstreamRouteFinder,DownstreamRouteCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DownstreamRouteFinder\DownstreamRouteCreatorTests.cs,should_create_downstream_route_with_segments_no_traling_slash,The length of the statement  "            var configuration = new InternalConfiguration(null' "doesnt matter"' null' "doesnt matter"' _loadBalancerOptions' "http"' _qoSOptions' _handlerOptions' new Version("1.1")); " is 172.
Long Statement,Ocelot.UnitTests.DownstreamRouteFinder,DownstreamRouteCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DownstreamRouteFinder\DownstreamRouteCreatorTests.cs,should_create_downstream_route_and_remove_query_string,The length of the statement  "            var configuration = new InternalConfiguration(null' "doesnt matter"' null' "doesnt matter"' _loadBalancerOptions' "http"' _qoSOptions' _handlerOptions' new Version("1.1")); " is 172.
Long Statement,Ocelot.UnitTests.DownstreamRouteFinder,DownstreamRouteCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DownstreamRouteFinder\DownstreamRouteCreatorTests.cs,should_create_downstream_route_for_sticky_sessions,The length of the statement  "            var loadBalancerOptions = new LoadBalancerOptionsBuilder().WithType(nameof(CookieStickySessions)).WithKey("boom").WithExpiryInMs(1).Build(); " is 140.
Long Statement,Ocelot.UnitTests.DownstreamRouteFinder,DownstreamRouteCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DownstreamRouteFinder\DownstreamRouteCreatorTests.cs,should_create_downstream_route_for_sticky_sessions,The length of the statement  "            var configuration = new InternalConfiguration(null' "doesnt matter"' null' "doesnt matter"' loadBalancerOptions' "http"' _qoSOptions' _handlerOptions' new Version("1.1")); " is 171.
Long Statement,Ocelot.UnitTests.DownstreamRouteFinder,DownstreamRouteCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DownstreamRouteFinder\DownstreamRouteCreatorTests.cs,should_create_downstream_route_with_qos,The length of the statement  "            var configuration = new InternalConfiguration(null' "doesnt matter"' null' "doesnt matter"' _loadBalancerOptions' "http"' qoSOptions' _handlerOptions' new Version("1.1")); " is 171.
Long Statement,Ocelot.UnitTests.DownstreamRouteFinder,DownstreamRouteCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DownstreamRouteFinder\DownstreamRouteCreatorTests.cs,should_create_downstream_route_with_handler_options,The length of the statement  "            var configuration = new InternalConfiguration(null' "doesnt matter"' null' "doesnt matter"' _loadBalancerOptions' "http"' _qoSOptions' _handlerOptions' new Version("1.1")); " is 172.
Long Statement,Ocelot.UnitTests.DownstreamRouteFinder,DownstreamRouteCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\DownstreamRouteFinder\DownstreamRouteCreatorTests.cs,ThenTheDownstreamRouteIsCreated,The length of the statement  "            _result.Data.Route.DownstreamRoute[0].LoadBalancerOptions.Type.ShouldBe(nameof(Ocelot.LoadBalancer.LoadBalancers.NoLoadBalancer)); " is 130.
